species,data type,psi,gs
Ficus racemosa,Hao et al. 2010,0.7099,414.4
Ficus racemosa,Hao et al. 2010,0.8839,399.4
Ficus racemosa,Hao et al. 2010,0.8573,388.1
Ficus racemosa,Hao et al. 2010,0.873,372.8
Ficus racemosa,Hao et al. 2010,0.7566,355.3
Ficus racemosa,Hao et al. 2010,0.7617,342
Ficus racemosa,Hao et al. 2010,0.8881,322.9
Ficus racemosa,Hao et al. 2010,1.248,372.4
Ficus racemosa,Hao et al. 2010,1.485,361.5
Ficus racemosa,Hao et al. 2010,1.527,350.4
Ficus racemosa,Hao et al. 2010,1.405,324.7
Ficus racemosa,Hao et al. 2010,1.347,317.4
Ficus racemosa,Hao et al. 2010,1.263,314.2
Ficus racemosa,Hao et al. 2010,1.268,288.7
Ficus racemosa,Hao et al. 2010,0.8295,274.8
Ficus racemosa,Hao et al. 2010,0.9292,233.1
Ficus racemosa,Hao et al. 2010,0.9978,231.2
Ficus racemosa,Hao et al. 2010,1.029,213.9
Ficus racemosa,Hao et al. 2010,1.219,190.7
Ficus racemosa,Hao et al. 2010,1.308,180.6
Ficus racemosa,Hao et al. 2010,1.43,231.8
Ficus racemosa,Hao et al. 2010,1.457,266.6
Ficus racemosa,Hao et al. 2010,1.495,287
Ficus racemosa,Hao et al. 2010,1.542,269.8
Ficus racemosa,Hao et al. 2010,1.616,280.1
Ficus racemosa,Hao et al. 2010,1.921,236.7
Ficus racemosa,Hao et al. 2010,1.763,223.2
Ficus racemosa,Hao et al. 2010,1.605,229.1
Ficus racemosa,Hao et al. 2010,1.599,188.2
Ficus racemosa,Hao et al. 2010,1.731,196.6
Ficus racemosa,Hao et al. 2010,1.794,176.3
Ficus racemosa,Hao et al. 2010,2.005,175.6
Ficus racemosa,Hao et al. 2010,1.63,159.7
Ficus racemosa,Hao et al. 2010,1.577,137.2
Ficus racemosa,Hao et al. 2010,1.503,137.1
Ficus racemosa,Hao et al. 2010,1.535,120.8
Ficus racemosa,Hao et al. 2010,1.355,140.9
Ficus racemosa,Hao et al. 2010,1.36,121.5
Ficus racemosa,Hao et al. 2010,1.181,115.1
Ficus racemosa,Hao et al. 2010,1.397,72.61
Ficus racemosa,Hao et al. 2010,1.523,67.7
Ficus racemosa,Hao et al. 2010,1.539,30.99
Ficus racemosa,Hao et al. 2010,1.644,44.42
Ficus racemosa,Hao et al. 2010,1.708,47.58
Ficus racemosa,Hao et al. 2010,1.697,36.34
Ficus racemosa,Hao et al. 2010,1.75,31.32
Ficus racemosa,Hao et al. 2010,1.904,97.88
Ficus racemosa,Hao et al. 2010,2.026,136.8
Ficus racemosa,Hao et al. 2010,2.115,131.9
Ficus racemosa,Hao et al. 2010,2.178,123.8
Ficus racemosa,Hao et al. 2010,2.067,66.5
Ficus racemosa,Hao et al. 2010,2.188,84.03
Ficus racemosa,Hao et al. 2010,2.082,35.91
Ficus racemosa,Hao et al. 2010,2.188,29.95
Ficus racemosa,Hao et al. 2010,2.246,24.93
Ficus racemosa,Hao et al. 2010,2.678,30.7
Ficus racemosa,Hao et al. 2010,2.737,35.89
Ficus racemosa,Hao et al. 2010,2.726,58.32
Ficus racemosa,Hao et al. 2010,3.117,50.76
Ficus racemosa,Hao et al. 2010,3.191,50.87
Simarouba glauca,Brodribb et al. 2003,0.8409,679.9
Simarouba glauca,Brodribb et al. 2003,0.9065,673.7
Simarouba glauca,Brodribb et al. 2003,0.8163,657.7
Simarouba glauca,Brodribb et al. 2003,0.8163,630.5
Simarouba glauca,Brodribb et al. 2003,0.8409,615.7
Simarouba glauca,Brodribb et al. 2003,1.169,598.2
Simarouba glauca,Brodribb et al. 2003,1.366,616.6
Simarouba glauca,Brodribb et al. 2003,1.456,604.2
Simarouba glauca,Brodribb et al. 2003,0.7917,576.2
Simarouba glauca,Brodribb et al. 2003,0.9639,578.5
Simarouba glauca,Brodribb et al. 2003,1.021,568.6
Simarouba glauca,Brodribb et al. 2003,0.9639,541.5
Simarouba glauca,Brodribb et al. 2003,0.9639,522.9
Simarouba glauca,Brodribb et al. 2003,0.9967,551.3
Simarouba glauca,Brodribb et al. 2003,1.456,549.8
Simarouba glauca,Brodribb et al. 2003,1.612,551
Simarouba glauca,Brodribb et al. 2003,0.9147,500.7
Simarouba glauca,Brodribb et al. 2003,1.021,475.9
Simarouba glauca,Brodribb et al. 2003,1.013,473.5
Simarouba glauca,Brodribb et al. 2003,1.079,454.9
Simarouba glauca,Brodribb et al. 2003,1.3,428.8
Simarouba glauca,Brodribb et al. 2003,1.604,443.5
Simarouba glauca,Brodribb et al. 2003,0.8983,371
Simarouba glauca,Brodribb et al. 2003,1.251,353.5
Simarouba glauca,Brodribb et al. 2003,1.53,360.7
Simarouba glauca,Brodribb et al. 2003,1.407,331.1
Simarouba glauca,Brodribb et al. 2003,1.431,307.6
Simarouba glauca,Brodribb et al. 2003,1.341,317.6
Simarouba glauca,Brodribb et al. 2003,1.226,323.8
Simarouba glauca,Brodribb et al. 2003,1.202,297.9
Simarouba glauca,Brodribb et al. 2003,1.341,239.7
Simarouba glauca,Brodribb et al. 2003,1.333,210.1
Simarouba glauca,Brodribb et al. 2003,1.595,167.9
Simarouba glauca,Brodribb et al. 2003,1.563,149.4
Simarouba glauca,Brodribb et al. 2003,1.595,130.9
Simarouba glauca,Brodribb et al. 2003,1.669,113.5
Simarouba glauca,Brodribb et al. 2003,1.431,117.4
Simarouba glauca,Brodribb et al. 2003,1.39,98.85
Simarouba glauca,Brodribb et al. 2003,1.554,101.2
Simarouba glauca,Brodribb et al. 2003,1.595,93.78
Simarouba glauca,Brodribb et al. 2003,1.489,88.9
Simarouba glauca,Brodribb et al. 2003,1.595,81.42
Simarouba glauca,Brodribb et al. 2003,1.636,75.22
Simarouba glauca,Brodribb et al. 2003,1.645,64.1
Simarouba glauca,Brodribb et al. 2003,1.505,65.41
Simarouba glauca,Brodribb et al. 2003,1.481,58.02
Simarouba glauca,Brodribb et al. 2003,1.571,55.49
Simarouba glauca,Brodribb et al. 2003,1.505,44.41
Simarouba glauca,Brodribb et al. 2003,1.612,38.17
Simarouba glauca,Brodribb et al. 2003,1.735,33.15
Simarouba glauca,Brodribb et al. 2003,1.751,81.33
Simarouba glauca,Brodribb et al. 2003,2.186,15.58
Simarouba glauca,Brodribb et al. 2003,2.276,11.82
Simarouba glauca,Brodribb et al. 2003,2.44,10.49
Simarouba glauca,Brodribb et al. 2003,2.768,10.3
Simarouba glauca,Brodribb et al. 2003,2.809,13.98
Simarouba glauca,Brodribb et al. 2003,2.932,8.963
Simarouba glauca,Brodribb et al. 2003,3.187,75.54
Simarouba glauca,Brodribb et al. 2003,3.375,66.78
Simarouba glauca,Brodribb et al. 2003,3.302,38.4
Simarouba glauca,Brodribb et al. 2003,3.482,35.82
Calycophyllum candidissimum,Brodribb et al. 2003,1.298,376.3
Calycophyllum candidissimum,Brodribb et al. 2003,1.221,373.9
Calycophyllum candidissimum,Brodribb et al. 2003,0.8695,374.6
Calycophyllum candidissimum,Brodribb et al. 2003,0.9893,370.1
Calycophyllum candidissimum,Brodribb et al. 2003,1.095,367.4
Calycophyllum candidissimum,Brodribb et al. 2003,0.9755,365.8
Calycophyllum candidissimum,Brodribb et al. 2003,1.237,334.7
Calycophyllum candidissimum,Brodribb et al. 2003,1.104,331.3
Calycophyllum candidissimum,Brodribb et al. 2003,1.154,325.1
Calycophyllum candidissimum,Brodribb et al. 2003,1.309,317.4
Calycophyllum candidissimum,Brodribb et al. 2003,1.358,310.6
Calycophyllum candidissimum,Brodribb et al. 2003,0.9929,311.3
Calycophyllum candidissimum,Brodribb et al. 2003,1.297,283.8
Calycophyllum candidissimum,Brodribb et al. 2003,1.34,267.8
Calycophyllum candidissimum,Brodribb et al. 2003,1.348,258
Calycophyllum candidissimum,Brodribb et al. 2003,1.321,230.5
Calycophyllum candidissimum,Brodribb et al. 2003,1.258,221.4
Calycophyllum candidissimum,Brodribb et al. 2003,1.358,201.6
Calycophyllum candidissimum,Brodribb et al. 2003,1.232,189.6
Calycophyllum candidissimum,Brodribb et al. 2003,1.691,161.2
Calycophyllum candidissimum,Brodribb et al. 2003,1.804,153.7
Calycophyllum candidissimum,Brodribb et al. 2003,1.745,74.78
Calycophyllum candidissimum,Brodribb et al. 2003,1.74,46.01
Calycophyllum candidissimum,Brodribb et al. 2003,1.72,21.55
Calycophyllum candidissimum,Brodribb et al. 2003,1.84,24.4
Calycophyllum candidissimum,Brodribb et al. 2003,1.868,15.77
Calycophyllum candidissimum,Brodribb et al. 2003,1.862,9.662
Calycophyllum candidissimum,Brodribb et al. 2003,2.107,28.83
Calycophyllum candidissimum,Brodribb et al. 2003,2.037,15.48
Calycophyllum candidissimum,Brodribb et al. 2003,2.114,14.12
Bursera simaruba,Brodribb et al. 2003,1.142,520.4
Bursera simaruba,Brodribb et al. 2003,1.133,510.6
Bursera simaruba,Brodribb et al. 2003,1.038,457.5
Bursera simaruba,Brodribb et al. 2003,1.253,432.2
Bursera simaruba,Brodribb et al. 2003,1.186,427.2
Bursera simaruba,Brodribb et al. 2003,1.119,428.1
Bursera simaruba,Brodribb et al. 2003,1.069,415.3
Bursera simaruba,Brodribb et al. 2003,0.9756,393.6
Bursera simaruba,Brodribb et al. 2003,0.9741,369.1
Bursera simaruba,Brodribb et al. 2003,1.227,410.5
Bursera simaruba,Brodribb et al. 2003,1.277,421.4
Bursera simaruba,Brodribb et al. 2003,1.36,413.6
Bursera simaruba,Brodribb et al. 2003,1.291,364.5
Bursera simaruba,Brodribb et al. 2003,1.174,360.4
Bursera simaruba,Brodribb et al. 2003,1.098,348.6
Bursera simaruba,Brodribb et al. 2003,1.156,339.8
Bursera simaruba,Brodribb et al. 2003,1.063,325
Bursera simaruba,Brodribb et al. 2003,1.011,284.7
Bursera simaruba,Brodribb et al. 2003,1.312,308.5
Bursera simaruba,Brodribb et al. 2003,1.394,286
Bursera simaruba,Brodribb et al. 2003,1.393,267.4
Bursera simaruba,Brodribb et al. 2003,1.26,264.3
Bursera simaruba,Brodribb et al. 2003,1.591,237.2
Bursera simaruba,Brodribb et al. 2003,1.499,231.2
Bursera simaruba,Brodribb et al. 2003,1.423,212.5
Bursera simaruba,Brodribb et al. 2003,1.539,200.8
Bursera simaruba,Brodribb et al. 2003,1.42,166.3
Bursera simaruba,Brodribb et al. 2003,1.344,151.5
Bursera simaruba,Brodribb et al. 2003,1.202,132.7
Bursera simaruba,Brodribb et al. 2003,1.578,152.7
Bursera simaruba,Brodribb et al. 2003,1.578,147.8
Bursera simaruba,Brodribb et al. 2003,1.46,125.1
Bursera simaruba,Brodribb et al. 2003,1.255,53.29
Bursera simaruba,Brodribb et al. 2003,1.246,39.54
Bursera simaruba,Brodribb et al. 2003,1.413,36.75
Bursera simaruba,Brodribb et al. 2003,1.454,30.9
Bursera simaruba,Brodribb et al. 2003,1.395,23.97
Bursera simaruba,Brodribb et al. 2003,1.295,16.02
Bursera simaruba,Brodribb et al. 2003,1.353,16.08
Bursera simaruba,Brodribb et al. 2003,1.336,6.248
Bursera simaruba,Brodribb et al. 2003,1.394,2.377
Bursera simaruba,Brodribb et al. 2003,1.511,11.32
Bursera simaruba,Brodribb et al. 2003,1.545,19.21
Bursera simaruba,Brodribb et al. 2003,1.594,9.436
Bursera simaruba,Brodribb et al. 2003,1.532,78.09
Bursera simaruba,Brodribb et al. 2003,1.564,64.37
Bursera simaruba,Brodribb et al. 2003,1.631,64.44
Bursera simaruba,Brodribb et al. 2003,1.596,44.77
Bursera simaruba,Brodribb et al. 2003,1.68,49.76
Bursera simaruba,Brodribb et al. 2003,1.663,39.93
Bursera simaruba,Brodribb et al. 2003,1.687,24.25
Bursera simaruba,Brodribb et al. 2003,1.744,13.5
Bursera simaruba,Brodribb et al. 2003,1.787,19.43
Bursera simaruba,Brodribb et al. 2003,1.903,11.69
Bursera simaruba,Brodribb et al. 2003,2.02,14.74
Bursera simaruba,Brodribb et al. 2003,2.186,14.9
Enterolobium cyclocarpum,Brodribb et al. 2003,0.7141,364.6
Enterolobium cyclocarpum,Brodribb et al. 2003,0.7554,354.8
Enterolobium cyclocarpum,Brodribb et al. 2003,0.8282,351.3
Enterolobium cyclocarpum,Brodribb et al. 2003,0.7002,345.7
Enterolobium cyclocarpum,Brodribb et al. 2003,0.6792,318.5
Enterolobium cyclocarpum,Brodribb et al. 2003,0.6798,313.6
Enterolobium cyclocarpum,Brodribb et al. 2003,0.4304,313.5
Enterolobium cyclocarpum,Brodribb et al. 2003,1.408,345.3
Enterolobium cyclocarpum,Brodribb et al. 2003,1.508,316
Enterolobium cyclocarpum,Brodribb et al. 2003,1.629,316.7
Enterolobium cyclocarpum,Brodribb et al. 2003,1.762,272.1
Enterolobium cyclocarpum,Brodribb et al. 2003,1.739,263
Enterolobium cyclocarpum,Brodribb et al. 2003,1.611,263
Enterolobium cyclocarpum,Brodribb et al. 2003,1.553,205.7
Enterolobium cyclocarpum,Brodribb et al. 2003,1.995,205.9
Enterolobium cyclocarpum,Brodribb et al. 2003,2.022,186.3
Enterolobium cyclocarpum,Brodribb et al. 2003,1.941,184.9
Enterolobium cyclocarpum,Brodribb et al. 2003,1.951,168.2
Enterolobium cyclocarpum,Brodribb et al. 2003,1.847,168.8
Enterolobium cyclocarpum,Brodribb et al. 2003,1.726,170.9
Enterolobium cyclocarpum,Brodribb et al. 2003,1.767,159.7
Enterolobium cyclocarpum,Brodribb et al. 2003,1.873,152.1
Enterolobium cyclocarpum,Brodribb et al. 2003,2.018,148.6
Enterolobium cyclocarpum,Brodribb et al. 2003,1.858,73.92
Enterolobium cyclocarpum,Brodribb et al. 2003,1.753,73.18
Enterolobium cyclocarpum,Brodribb et al. 2003,1.73,66.2
Enterolobium cyclocarpum,Brodribb et al. 2003,1.91,41.83
Enterolobium cyclocarpum,Brodribb et al. 2003,1.815,30.63
Enterolobium cyclocarpum,Brodribb et al. 2003,2.709,13.48
Enterolobium cyclocarpum,Brodribb et al. 2003,2.781,19.79
Enterolobium cyclocarpum,Brodribb et al. 2003,2.806,8.627
Rhedera trinervis,Brodribb et al. 2003,1.008,540.9
Rhedera trinervis,Brodribb et al. 2003,0.758,535.4
Rhedera trinervis,Brodribb et al. 2003,0.9663,514.5
Rhedera trinervis,Brodribb et al. 2003,0.8913,500.8
Rhedera trinervis,Brodribb et al. 2003,0.883,489.1
Rhedera trinervis,Brodribb et al. 2003,0.9663,476.2
Rhedera trinervis,Brodribb et al. 2003,0.833,460.7
Rhedera trinervis,Brodribb et al. 2003,0.7997,442.1
Rhedera trinervis,Brodribb et al. 2003,0.8747,441
Rhedera trinervis,Brodribb et al. 2003,0.9663,453.6
Rhedera trinervis,Brodribb et al. 2003,1.083,320.9
Rhedera trinervis,Brodribb et al. 2003,1.008,314.2
Rhedera trinervis,Brodribb et al. 2003,1.108,295.4
Rhedera trinervis,Brodribb et al. 2003,1.158,269.8
Rhedera trinervis,Brodribb et al. 2003,1.116,226.7
Rhedera trinervis,Brodribb et al. 2003,1.166,216.8
Rhedera trinervis,Brodribb et al. 2003,1.208,190.2
Rhedera trinervis,Brodribb et al. 2003,1.483,152.5
Rhedera trinervis,Brodribb et al. 2003,1.166,148.1
Rhedera trinervis,Brodribb et al. 2003,1.191,133.3
Rhedera trinervis,Brodribb et al. 2003,1.516,105.4
Rhedera trinervis,Brodribb et al. 2003,1.4,86.88
Rhedera trinervis,Brodribb et al. 2003,1.358,116.4
Rhedera trinervis,Brodribb et al. 2003,1.25,53.72
Rhedera trinervis,Brodribb et al. 2003,1.216,26.29
Rhedera trinervis,Brodribb et al. 2003,1.391,39.78
Rhedera trinervis,Brodribb et al. 2003,1.441,24.99
Rhedera trinervis,Brodribb et al. 2003,1.575,39.52
Rhedera trinervis,Brodribb et al. 2003,1.65,52.18
Rhedera trinervis,Brodribb et al. 2003,1.608,12.97
Rhedera trinervis,Brodribb et al. 2003,1.633,20.79
Hymenaea courbaril,Brodribb et al. 2003,1.702,399
Hymenaea courbaril,Brodribb et al. 2003,1.222,387.7
Hymenaea courbaril,Brodribb et al. 2003,1.006,373.6
Hymenaea courbaril,Brodribb et al. 2003,0.5991,336.9
Hymenaea courbaril,Brodribb et al. 2003,0.8707,317.2
Hymenaea courbaril,Brodribb et al. 2003,1.161,327.8
Hymenaea courbaril,Brodribb et al. 2003,1.602,375.7
Hymenaea courbaril,Brodribb et al. 2003,1.742,372.9
Hymenaea courbaril,Brodribb et al. 2003,1.708,350.3
Hymenaea courbaril,Brodribb et al. 2003,2.128,328.5
Hymenaea courbaril,Brodribb et al. 2003,2.457,305.2
Hymenaea courbaril,Brodribb et al. 2003,2.291,296.8
Hymenaea courbaril,Brodribb et al. 2003,2.29,270
Hymenaea courbaril,Brodribb et al. 2003,2.364,267.9
Hymenaea courbaril,Brodribb et al. 2003,2.272,241.8
Hymenaea courbaril,Brodribb et al. 2003,2.527,229.1
Hymenaea courbaril,Brodribb et al. 2003,2.435,214.3
Hymenaea courbaril,Brodribb et al. 2003,2.567,212.2
Hymenaea courbaril,Brodribb et al. 2003,2.475,190.3
Hymenaea courbaril,Brodribb et al. 2003,2.827,120.5
Hymenaea courbaril,Brodribb et al. 2003,2.768,108.5
Hymenaea courbaril,Brodribb et al. 2003,2.776,97.24
Hymenaea courbaril,Brodribb et al. 2003,2.527,94.42
Hymenaea courbaril,Brodribb et al. 2003,2.51,85.25
Hymenaea courbaril,Brodribb et al. 2003,2.502,81.02
Hymenaea courbaril,Brodribb et al. 2003,2.824,69.74
Hymenaea courbaril,Brodribb et al. 2003,2.872,54.23
Hymenaea courbaril,Brodribb et al. 2003,2.723,40.83
Hymenaea courbaril,Brodribb et al. 2003,2.789,40.13
Hymenaea courbaril,Brodribb et al. 2003,2.846,31.67
Hymenaea courbaril,Brodribb et al. 2003,2.854,24.62
Hymenaea courbaril,Brodribb et al. 2003,2.946,35.19
Hymenaea courbaril,Brodribb et al. 2003,3.02,38.72
Hymenaea courbaril,Brodribb et al. 2003,3.02,28.14
Hymenaea courbaril,Brodribb et al. 2003,2.886,2.059
Hymenaea courbaril,Brodribb et al. 2003,2.96,2.764
Hymenaea courbaril,Brodribb et al. 2003,3.489,4.174
Hymenaea courbaril,Brodribb et al. 2003,3.547,4.174
Sweitenia macrophylla,Brodribb et al. 2003,1.496,351.1
Sweitenia macrophylla,Brodribb et al. 2003,0.9096,324.2
Sweitenia macrophylla,Brodribb et al. 2003,1.186,295.5
Sweitenia macrophylla,Brodribb et al. 2003,1.241,300.7
Sweitenia macrophylla,Brodribb et al. 2003,1.395,287.2
Sweitenia macrophylla,Brodribb et al. 2003,1.285,270.8
Sweitenia macrophylla,Brodribb et al. 2003,1.261,265.6
Sweitenia macrophylla,Brodribb et al. 2003,1.564,266.2
Sweitenia macrophylla,Brodribb et al. 2003,1.633,256.2
Sweitenia macrophylla,Brodribb et al. 2003,1.773,255.6
Sweitenia macrophylla,Brodribb et al. 2003,1.881,255.6
Sweitenia macrophylla,Brodribb et al. 2003,1.859,265.6
Sweitenia macrophylla,Brodribb et al. 2003,0.7481,270.8
Sweitenia macrophylla,Brodribb et al. 2003,0.908,241
Sweitenia macrophylla,Brodribb et al. 2003,1.017,245.6
Sweitenia macrophylla,Brodribb et al. 2003,1.133,241
Sweitenia macrophylla,Brodribb et al. 2003,1.343,238.6
Sweitenia macrophylla,Brodribb et al. 2003,1.405,240.4
Sweitenia macrophylla,Brodribb et al. 2003,1.57,247.4
Sweitenia macrophylla,Brodribb et al. 2003,1.427,228.1
Sweitenia macrophylla,Brodribb et al. 2003,1.567,223.4
Sweitenia macrophylla,Brodribb et al. 2003,1.816,224.5
Sweitenia macrophylla,Brodribb et al. 2003,1.849,239.8
Sweitenia macrophylla,Brodribb et al. 2003,1.107,212.8
Sweitenia macrophylla,Brodribb et al. 2003,1.139,218.7
Sweitenia macrophylla,Brodribb et al. 2003,1.215,204
Sweitenia macrophylla,Brodribb et al. 2003,1.811,186.5
Sweitenia macrophylla,Brodribb et al. 2003,1.888,177.1
Sweitenia macrophylla,Brodribb et al. 2003,1.857,173
Sweitenia macrophylla,Brodribb et al. 2003,1.871,165.9
Sweitenia macrophylla,Brodribb et al. 2003,1.847,160.7
Sweitenia macrophylla,Brodribb et al. 2003,1.917,158.9
Sweitenia macrophylla,Brodribb et al. 2003,1.916,150.7
Sweitenia macrophylla,Brodribb et al. 2003,2.007,59.28
Sweitenia macrophylla,Brodribb et al. 2003,1.982,45.8
Sweitenia macrophylla,Brodribb et al. 2003,2.115,49.32
Sweitenia macrophylla,Brodribb et al. 2003,2.198,27.64
Sweitenia macrophylla,Brodribb et al. 2003,2.401,40.53
Sweitenia macrophylla,Brodribb et al. 2003,2.432,37.6
Sweitenia macrophylla,Brodribb et al. 2003,2.47,30.57
Sweitenia macrophylla,Brodribb et al. 2003,2.447,28.81
Sweitenia macrophylla,Brodribb et al. 2003,2.384,22.95
Sweitenia macrophylla,Brodribb et al. 2003,2.422,19.43
Sweitenia macrophylla,Brodribb et al. 2003,2.54,24.12
Sweitenia macrophylla,Brodribb et al. 2003,2.556,28.22
Sweitenia macrophylla,Brodribb et al. 2003,2.735,32.33
Sweitenia macrophylla,Brodribb et al. 2003,2.82,30.57
Sweitenia macrophylla,Brodribb et al. 2003,2.89,34.08
Sweitenia macrophylla,Brodribb et al. 2003,2.944,26.47
Sweitenia macrophylla,Brodribb et al. 2003,2.827,22.36
Sweitenia macrophylla,Brodribb et al. 2003,3.124,34.08
Sweitenia macrophylla,Brodribb et al. 2003,3.115,28.81
Sweitenia macrophylla,Brodribb et al. 2003,3.277,18.85
Sweitenia macrophylla,Brodribb et al. 2003,3.408,3.024
Sweitenia macrophylla,Brodribb et al. 2003,3.494,7.712
Quercus oleoides,Brodribb et al. 2003,1.089,368.9
Quercus oleoides,Brodribb et al. 2003,1.223,365.6
Quercus oleoides,Brodribb et al. 2003,1.303,383.3
Quercus oleoides,Brodribb et al. 2003,1.342,377.8
Quercus oleoides,Brodribb et al. 2003,1.398,390.1
Quercus oleoides,Brodribb et al. 2003,1.382,401.8
Quercus oleoides,Brodribb et al. 2003,1.437,404
Quercus oleoides,Brodribb et al. 2003,2.047,439.4
Quercus oleoides,Brodribb et al. 2003,2.087,432.4
Quercus oleoides,Brodribb et al. 2003,2.475,428.5
Quercus oleoides,Brodribb et al. 2003,2.499,433.1
Quercus oleoides,Brodribb et al. 2003,2.602,412
Quercus oleoides,Brodribb et al. 2003,2.38,415.5
Quercus oleoides,Brodribb et al. 2003,2.253,415.7
Quercus oleoides,Brodribb et al. 2003,2.237,411.1
Quercus oleoides,Brodribb et al. 2003,2.309,400.1
Quercus oleoides,Brodribb et al. 2003,1.96,390.6
Quercus oleoides,Brodribb et al. 2003,1.746,378.6
Quercus oleoides,Brodribb et al. 2003,1.746,366.1
Quercus oleoides,Brodribb et al. 2003,2.372,372
Quercus oleoides,Brodribb et al. 2003,2.404,385.9
Quercus oleoides,Brodribb et al. 2003,2.641,353.6
Quercus oleoides,Brodribb et al. 2003,3.212,316
Quercus oleoides,Brodribb et al. 2003,3.386,291.6
Quercus oleoides,Brodribb et al. 2003,2.427,307.3
Quercus oleoides,Brodribb et al. 2003,2.499,287.8
Quercus oleoides,Brodribb et al. 2003,2.499,271.4
Quercus oleoides,Brodribb et al. 2003,2.396,266.2
Quercus oleoides,Brodribb et al. 2003,3.006,208.3
Quercus oleoides,Brodribb et al. 2003,2.388,193.9
Quercus oleoides,Brodribb et al. 2003,2.61,183.4
Quercus oleoides,Brodribb et al. 2003,2.586,174.9
Quercus oleoides,Brodribb et al. 2003,2.736,168.4
Quercus oleoides,Brodribb et al. 2003,3.053,151.5
Quercus oleoides,Brodribb et al. 2003,2.8,145.7
Quercus oleoides,Brodribb et al. 2003,2.657,146
Quercus oleoides,Brodribb et al. 2003,2.538,153.2
Quercus oleoides,Brodribb et al. 2003,2.507,130.7
Quercus oleoides,Brodribb et al. 2003,2.507,123
Quercus oleoides,Brodribb et al. 2003,2.689,125.7
Quercus oleoides,Brodribb et al. 2003,2.824,116.1
Quercus oleoides,Brodribb et al. 2003,2.871,112.2
Quercus oleoides,Brodribb et al. 2003,2.95,108.1
Quercus oleoides,Brodribb et al. 2003,2.998,131.4
Quercus oleoides,Brodribb et al. 2003,2.934,97.28
Quercus oleoides,Brodribb et al. 2003,2.99,90.18
Quercus oleoides,Brodribb et al. 2003,3.132,85.25
Quercus oleoides,Brodribb et al. 2003,2.966,78.57
Quercus oleoides,Brodribb et al. 2003,2.752,50.98
Quercus oleoides,Brodribb et al. 2003,2.934,51.42
Quercus oleoides,Brodribb et al. 2003,3.022,42.7
Quercus oleoides,Brodribb et al. 2003,3.75,5.586
Quercus oleoides,Brodribb et al. 2003,3.861,4.601
Quercus oleoides,Brodribb et al. 2003,3.98,2.825
Vaccinium myrtillus,Ganthaler & Mayr 2015,2.367816092,24.13793103
Vaccinium myrtillus,Ganthaler & Mayr 2015,2.75862069,17.24137931
Vaccinium myrtillus,Ganthaler & Mayr 2015,2.942528736,22.4137931
Vaccinium myrtillus,Ganthaler & Mayr 2015,1.609195402,34.48275862
Vaccinium myrtillus,Ganthaler & Mayr 2015,1.24137931,56.89655172
Vaccinium myrtillus,Ganthaler & Mayr 2015,0.367816092,62.06896552
Vaccinium myrtillus,Ganthaler & Mayr 2015,0.459770115,96.55172414
Vaccinium myrtillus,Ganthaler & Mayr 2015,1.011494253,125.862069
Vaccinium myrtillus,Ganthaler & Mayr 2015,0.344827586,124.137931
Vaccinium vitis-idaea,Ganthaler & Mayr 2015,1.287356322,48.27586207
Vaccinium vitis-idaea,Ganthaler & Mayr 2015,1.701149425,27.5862069
Vaccinium vitis-idaea,Ganthaler & Mayr 2015,3.517241379,60.34482759
Vaccinium vitis-idaea,Ganthaler & Mayr 2015,2.505747126,103.4482759
Vaccinium vitis-idaea,Ganthaler & Mayr 2015,0.666666667,86.20689655
Vaccinium vitis-idaea,Ganthaler & Mayr 2015,0.413793103,77.5862069
Vaccinium vitis-idaea,Ganthaler & Mayr 2015,0.942528736,103.4482759
Vaccinium vitis-idaea,Ganthaler & Mayr 2015,0.574712644,232.7586207
Vaccinium vitis-idaea,Ganthaler & Mayr 2015,0.137931034,179.3103448
Alberta magna,Guyot et al. 2012,0.2391,176.4
Alberta magna,Guyot et al. 2012,0.4948,156.4
Alberta magna,Guyot et al. 2012,0.2328,132.4
Alberta magna,Guyot et al. 2012,0.1019,95.82
Alberta magna,Guyot et al. 2012,0.158,88.4
Alberta magna,Guyot et al. 2012,0.2328,107.4
Alberta magna,Guyot et al. 2012,0.395,99.94
Alberta magna,Guyot et al. 2012,0.4886,102.2
Alberta magna,Guyot et al. 2012,0.5385,105
Alberta magna,Guyot et al. 2012,0.5385,114.3
Alberta magna,Guyot et al. 2012,0.6071,118
Alberta magna,Guyot et al. 2012,0.5322,85.57
Alberta magna,Guyot et al. 2012,0.3264,69.86
Alberta magna,Guyot et al. 2012,0.4012,54.11
Alberta magna,Guyot et al. 2012,0.8378,40.15
Alberta magna,Guyot et al. 2012,1.094,46.13
Alberta magna,Guyot et al. 2012,0.7443,76.74
Alberta magna,Guyot et al. 2012,1.006,79.94
Alberta magna,Guyot et al. 2012,1.031,85.03
Alberta magna,Guyot et al. 2012,1.131,107.7
Alberta magna,Guyot et al. 2012,1.318,74.33
Alberta magna,Guyot et al. 2012,1.274,64.62
Alberta magna,Guyot et al. 2012,1.368,62.75
Alberta magna,Guyot et al. 2012,1.387,33.58
Alberta magna,Guyot et al. 2012,1.43,22.46
Alberta magna,Guyot et al. 2012,1.73,40.47
Alberta magna,Guyot et al. 2012,1.717,34.92
Alberta magna,Guyot et al. 2012,1.78,33.52
Alberta magna,Guyot et al. 2012,1.954,19.61
