species,s,alpha,g
Stylapterus_fruticulosus,1020,6613.587786,1.091573434
Stylapterus_micranthus,1234.62,11265.38,0.68122583
Styphelia_suaveolens,426.25,2795.372743,0.885741497
Styphnolobium_japonicum,408,1875.105023,2.876383544
Styrax_dasyanthus,421.2696,39658.89072,0.209873909
Styrax_odoratissima,453.7908,44510.23798,0.186078622
Succisa_pratensis,776.18,8657.782264,1.210848371
Suregada_glomerulata,136.125,2312.454824,2.142722768
Suregada_multiflora,346.68,4178.206878,1.25325919
Swartzia_ingifolia,112.5,1726.411364,2.593741967
Swartzia_simplex,115.3451456,2666.490932,2.718514637
Syagrus,128,9046.311927,0.554552653
Symphonia_globulifera,595.125,7097.182692,1.426128812
Symphytum_abchasicum,196.02,39803.98,0.157398832
Symphytum_asperum,258.8657333,27618.10642,0.883706787
Symphytum_bulbosum,266.805,33066.52833,0.220358365
Symphytum_orientale,202.005,43276.25587,0.14700097
Symphytum_ottomanum,297.68,38163.85846,0.201724887
Symplocos_anomala,647.46,54509.73801,0.119552267
Symplocos_chinensis,283.22,3840.49134,1.835206787
Symplocos_congesta,320.045,6643.743301,1.155237473
Symplocos_glauca,220.5,13112.83333,0.500814466
Symplocos_heishanensis,597.8997,42729.65663,0.171959826
Symplocos_lancifolia,206.29,5554.27338,1.302340195
Symplocos_lucida,323.0065,29358.17069,0.635668804
Symplocos_martinicensis,181.25,4166.628965,2.408520109
Symplocos_micrantha,450,3897.826087,2.194044327
Symplocos_oblongifolia,202.7984,34268.07371,0.168198918
Symplocos_paniculata,368.4535333,28051.03768,0.917716355
Symplocos_pendula,361.805,6926.824738,1.173552973
Symplocos_racemosa,176.72,3760.287874,1.518405865
Symplocos_stellaris,528.7976,49271.99921,0.143278662
Symplocos_sumuntia,429.6964,22233.98408,0.686810369
Synaphea_petiolaris,875.4705,11793.44842,1.856517291
Synaphea_spinulosa,1058,12640.63014,1.067768239
Synurus_deltoides,824.58605,12235.3591,0.988753294
Syringa_reticulata,253.525,3539.861164,2.012954586
Syringa_tomentella,439.7725,5773.067601,1.517863714
Syringa_vulgaris,452.01,4004.317986,2.116482555
Syrrheonema_fasciculatum,1024,4410.782609,1.347928014
Syzygium_acuminatissimum,227.105,3183.459743,2.003103644
Syzygium_buxifolium,312.3859,17728.40348,1.019772348
Syzygium_championii,300.125,1938.513908,3.479992785
Syzygium_globiflorum,210.74045,1708.166541,3.401976671
Syzygium_grande,154.35245,2889.509602,1.835452298
Syzygium_grijsii,111.005,2299.795386,1.965265919
Syzygium_hancei,161.82005,1973.563251,2.678869933
Syzygium_jambos,405.718,1719.452824,3.932131708
Syzygium_levinei,132.5192,1375.230634,3.433376402
Syzygium_nervosum,169.28,1187.572103,4.31202845
Syzygium_rotundifolium,437,1894.002331,2.502607895
Syzygium_scortechinii,127.3608,2501.520085,1.930448789
Tabebuia,390.0625,3102.000992,2.750663833
Tabebuia_chrysantha,84.5,2492.819588,1.603878201
Tabebuia_heterophylla,135.30125,8955.607841,0.575380175
Tabebuia_rigida,264.5,4083.326087,1.68210065
Tabebuia_stenocalyx,280.845,4066.981087,1.733295018
Tabernaemontana_donnell-smithii,50,711.614623,4.17504377
Tabernaemontana_elegans,863.28,16993.86286,0.469921727
Tabernaemontana_macrocalyx,128,12530.22785,0.401923482
Tabernaemontana_pachysiphon,577,14524.41093,0.6349816
Tabernaemontana_stapfiana,588,8586.311927,0.812451592
Tabernaemontana_ventricosa,667,15999.66667,0.450545027
Tachigali_paniculata,450,5800,1.526291706
Tagetes_micrantha,222.605,1761.521984,3.381499274
Talinum_calycinum,672,28739.76471,0.308463367
Talisia_sylvatica,158.3125,2595.310688,2.176555568
Tamarindus_indica,317.2088,412.7714905,7.351806917
Tanacetum_aureum,671.7945125,14424.82384,0.77205787
Tanacetum_graminifolium,300.125,6993.821025,1.068070318
Tanacetum_parthenium,582.5308445,16590.74753,0.632000697
Taonabo_japonica,648.27,5001.447514,1.385267234
Tapirira_guianensis,249.01,1904.12416,3.447842086
Tapura_guianensis,703.25,7992.402174,1.371277704
Tarenna_mollissima,493.674,28651.6231,0.953251995
Tecoma_stans,112.35005,4930.514297,0.945193342
Tectona_grandis,255.0372,4832.467888,2.321824833
Tectona_hamiltoniana,185.4816,3630.147216,2.053031496
Telopea_truncata,386.42,7365.517984,1.14033069
Tephrosia_purpurea,470.1996,6850.444617,1.018377204
Terminalia_amazonia,249.5654504,2905.963032,2.717012323
Terminalia_guyanensis,226.845,1856.488333,3.251001333
Terminalia_nigrovenulosa,198.005,2567.481726,2.288114772
Terminthia_paniculata,266.805,2258.447525,2.908730418
Ternstroemia_aneura,271.0625,6584.026683,1.127706986
Ternstroemia_brasiliensis,475.615,3319.271743,2.632413323
Ternstroemia_gymnanthera,642.8335151,19901.13993,1.013708277
Tetracera_sarmentosa,459.89,4588.975808,1.966331144
Tetragastris,392,1781.913043,4.09554941
Tetragastris_panamensis,305.25625,1310.717062,5.053456444
Tetramolopium_macrum,882,8208.909091,0.589903446
Tetrastigma_planicaule,324.135,2891.299084,1.930265097
Teucrium_chamaedrys,385.3088,3042.870837,2.574851563
Teucrium_decaisnei,208.08,17033.29931,0.376230905
Teucrium_polium,224.93205,2975.375179,2.107391882
Thalictrum_aquilegiifolium,248.645,3395.669869,1.945742104
Thalictrum_baicalense,182.405,5933.802951,0.992995844
Thalictrum_minus,262.1501,3348.89899,2.036325927
Theophrasta_jussieui,841,3544.964912,1.51367188
Thermopsis_alpina,521.645,8099.044655,1.191397867
Thespesia_populnea,401.1703634,6542.369122,1.318935456
Thlaspi_arvense,202.6688445,4547.022426,1.347843346
Thymus_kotschyanus,312.5,5450.19233,1.379465623
Thymus_mongolicus,72,2367.02439,1.564448998
Thymus_praecox_subsp._polytrichus,358.921862,4167.670618,1.879325129
Tiarella_polyphylla,253.125,8108.079013,0.855677287
Tilia_americana,222.7391745,6551.011277,1.399935219
Tilia_amurensis,501.6160667,5199.790802,1.812766738
Tilia_cordata,432,1756.183807,1.883161658
Tilia_endochrysea,319.9315,14756.20298,0.335532025
Tilia_europaea,450,2252.702703,1.794581495
Tilia_glabra,493,2308.120448,3.085113294
Tilia_mandshurica,319.1216833,8114.075447,0.949666596
Tilia_mongolica,414.72,5498.940556,1.548575564
Tilia_oliveri,348.48,5149.046113,1.526978537
Tiliacora_australiana,875,8833.737864,0.982515766
Tiliacora_racemosa,672,6522.244604,1.261070822
Tiliacora_triandra,693,6251.444444,1.366103401
Tillandsia_baileyi,484,70944.57143,0.070509821
Tillandsia_balbisiana,2028,41450.26087,0.318378802
Tillandsia_bergeri,900,70528.57143,0.096149756
Tillandsia_fasciculata,1369,81964.33333,0.101644028
Tillandsia_ionantha,1517,165149.6667,0.047920375
Tillandsia_paleacea,1156,98844,0.077835517
Tillandsia_paucifolia,1517,60983,0.158857334
Tillandsia_recurvata,1089,82244.33333,0.090655485
Tillandsia_schiedeana,1849,81484.33333,0.118126844
Tillandsia_setacea,1287,57536.52941,0.166091187
Tillandsia_usneoides,900,49100,0.137356795
Tillandsia_utriculata,1599,69829.57143,0.135095741
Tillandsia_variabilis,1089,75834.07692,0.098210108
Torralbasia_cuneifolia,512,7180.307692,1.322786145
Torrubia,392,6504.551724,1.290988401
Toulicia_guianensis,204.0625,4032.048611,1.719463
Tournefortia_scandens,128,3937.04065,1.251559199
Touroulia_guianensis,325.125,4436.779762,1.702769184
Tovomita_brevistaminea,400.725,10293.71944,0.812154125
Tovomita_umbellata,312.5,12845.39474,0.604157133
Toxicodendron_radicans,220.5,4541.404762,2.071115291
Toxicodendron_succedaneum,436.5444,16011.25729,1.298299506
Toxicodendron_sylvestre,389.205,3846.288435,2.094577804
Toxicodendron_vernicifluum,714.42,6249.368301,1.726006975
Trachelospermum_axillare,162,2037.252254,2.602518144
Trachystemon_orientalis,212.18,24787.82,0.262013409
Tradescantia_ohiensis,1725.1938,24590.59567,0.7097638
Tradescantia_subaspera,2442,33272.28571,0.561163643
Tradescantia_virginiana,2554.055625,46962.85259,0.599498784
Tradescantia_zebrina,1815,69613.57143,0.269247443
Tragia_involucrata,306,4620.108374,1.113060692
Tragia_montana,364.5,10052.16667,0.824197521
Tragia_plukenetii,162,2060.222222,2.575617253
Tragopogon_kemulariae,389.205,9955.26588,0.857614724
Tragopogon_pterocarpus,420.5,10866.18172,0.817011231
Tragopogon_reticulatus,495.9045245,7802.850662,1.206694649
Trema_micrantha,128,1888.129032,2.523468953
Trema_orientalis,247.5625,1744.332752,3.555981444
Trevesia_palmata,432,4749.34715,1.233052351
Triadica_cochinchinensis,157.2925,2123.519937,2.558670645
Trichilia_martiana,180.5,6355.447712,0.924360414
Trichilia_pallida,512,4366.04878,2.085931998
Trichilia_pleeana,467.938125,5990.395208,1.49719677
Trichilia_quadrijuga,498.125,5009.121377,1.928533165
Trichilia_schomburgkii,325.625,5764.11859,1.51834227
Trichodiadema_barbatum,84.37005,10130.13455,0.404378586
Trichospermum_mexicanum,144.5,3199.981605,1.616279321
Triclisia_patens,769.5,2071.409091,2.366363408
Tricyrtis_macropoda,2628.125,25227.0282,0.827615778
Trifolium_arvense,225.9938,4523.69747,1.423292581
Trifolium_campestre,202.60845,6669.771455,0.931392899
Trifolium_canescens,206.24805,4438.433789,1.390433619
Trifolium_hybridum,131.05805,2552.065105,1.918679999
Trifolium_montanum,311.75045,3939.95023,1.86746369
Trifolium_pratense,203.2128,4409.333325,1.389780175
Trifolium_repens,304.370225,6277.83032,1.092254177
Trifolium_scabrum,182.59605,3777.79999,1.534328585
Trigonella_calliceras,261.06125,5799.544811,1.198854438
Trigonella_gladiata,288,4575.103633,1.569256817
Trigonella_spicata,244.205,3849.122876,1.716769731
Trillium_camschatcense,2859.1924,37447.14224,0.596567775
Trimenia_macrura,946.84,5962.590439,0.68048397
Trimenia_marquesensis,1290.34,5119.91641,1.097803877
Trimenia_moorei,1120.06,6745.586259,0.632481361
Trimenia_neocaledonica,2549.73,13015.4041,0.720686082
Trimenia_nukuhivensis,1230.32,5136.706341,1.271371299
Trimenia_papuana,900.15,4947.803216,1.191959132
Trimenia_weinmanniifolia,1005.88,4288.237647,1.04244786
Trinia_leiogona,355.3778,10296.51824,0.795846907
Triplaris_weigeltiana,162,1504.666667,3.434156337
Tristaniopsis_obovata,105.25,1790.871352,2.568621749
Triunia_montana,567.845,6731.425073,1.468070037
Trochodendron_aralioides,288,3348.363636,2.098651095
Trollius_europaeus,987.90125,9764.786922,1.314471035
Trollius_japonicus,1482.059083,12139.48833,1.267943717
Tropaeolum_majus,459,7233.307692,0.853721143
Trophis_mexicana,60.5,1597.874793,2.109144351
Tulipa,2520,18756.59574,0.922823263
Turpinia_occidentalis,83.54,2617.549172,1.500281151
Turpinia_ternata,180.5,4819.5,1.208314267
Turritis_glabra,259.9158785,8318.050173,0.925403158
Tylecodon_paniculatus,295.48805,42622.96689,0.180109735
Ulex_europaeus,513.9816052,8500.045944,1.627559283
Ulex_gallii,547.25779,8897.961157,1.77381618
Ulmus_alata,338,970.9005236,9.805105454
Ulmus_americana,353.25,3104.876463,3.449610141
Ulmus_crassifolia,242,2179.307506,2.889143008
Ulmus_davidiana,423.6961,1864.109894,4.045938888
Ulmus_davidiana_var._japonica,336.896225,2195.884042,3.281367304
Ulmus_glabra,531.8687721,2791.688573,3.337981724
Ulmus_laciniata,451.7125,3227.194383,2.789519086
Ulmus_minor,556.11125,1745.914533,4.606615468
Ulmus_parvifolia,1056.710775,1464.527296,4.39291163
Ulmus_pumila,393.8625,3723.754033,2.434001231
Ulmus_rubra,243.0918595,4397.509785,1.66596148
Ulmus_szechuanica,441.045,1797.593908,4.218603499
Unonopsis_glaucopetala,226.845,2045.882273,2.980084555
Urbananthus_critoniformis,112.5,3887.5,1.192415395
Urena_lobata,345.744,1906.508252,3.026303886
Urera_caracasana,106.25,6478.231978,0.564409954
Urera_elata,288,1826.164905,3.609679884
Urtica_angustifolia,204.0890167,6760.184329,0.914847557
Urtica_dioica,312.5,3159.722222,2.289437558
Vaccinium_albicans,756.25,1781.821066,1.139245131
Vaccinium_ambyandrum,489.675,6322.161963,0.682474914
Vaccinium_amplifolium,816,2451.973856,0.875615653
Vaccinium_bracteatum,256.2814,13087.1453,1.24152644
Vaccinium_carlesii,353.64,33998.8162,0.157411213
Vaccinium_cruentum,651,2773.657534,2.176475826
Vaccinium_henryi,392,6571.788301,1.278523685
Vaccinium_japonicum,508.805,10893.70355,0.889583222
Vaccinium_latifolium,112.5,1537.665017,2.890414917
Vaccinium_mandarinorum,268.464325,21791.97991,1.095134005
Vaccinium_meridionale,149.645,2538.527043,2.046375604
Vaccinium_molle,880,2294.603175,1.095607036
Vaccinium_myrtillus,498.5116775,5054.117528,1.345564378
Vaccinium_uliginosum,318.3822833,4262.78304,1.799114578
Vaccinium_vitis-idaea,356.7223954,3154.201237,1.946054606
Valeriana_phu,967.25,9559.065789,0.93769951
Valerianella_dactylophylla,578,11431.12694,0.900251365
Valerianella_lasiocarpa,359.92445,9367.702009,0.877021205
Vallaris_solanacea,341,1325.666667,3.621079658
Vatairea_lundellii,162,4446.294931,1.242019875
Vatica_guangxiensis,177.9425,2031.665669,2.749932485
Vatica_mangachapoi,224.72,2406.858947,2.561626246
Vauquelinia_californica,112.35005,4538.812741,1.024793588
Veratrum_album,3245,21755,0.561595424
Veratrum_nigrum,1647.9025,20990.4755,0.801638612
Verbascum_orientale,365.5808,6274.525442,1.294875357
Verbascum_phoeniceum,297.68,3273.748571,2.172421861
Verbascum_speciosum,351.39005,3564.036732,2.152915217
Verbascum_suworowianum,382.81445,5095.136796,1.606154442
Verbena_bipinnatifida,278.2224,3312.957662,3.393883865
Verbena_bonariensis,135.247,1969.927519,3.932951596
Verbena_hispida,247.3088,4113.409846,2.198145626
Verbena_hybrida,256.9693,2518.033475,1.794933425
Verbena_officinalis,311.0681,3504.560716,2.301781953
Verbena_stricta,173.889,3417.858601,3.055382431
Verbena_urticifolia,370.9632,2167.236709,4.801847178
Verbersina_virgata,163.805,1449.098226,3.568342817
Vernonia,665.5572,3838.947305,2.063954554
Veronica_anagallis-aquatica,508.805,8563.958564,1.118014398
Veronica_beccabunga,682,5728.25641,1.259501923
Veronica_gentianoides,662.11605,7870.307158,1.356144522
Veronica_linariifolia,480.5,4658.246146,1.918230696
Veronica_multifida,546.15125,5768.175958,1.664334774
Veronica_polita,300.125,7107.282407,1.051710378
Veronica_serpyllifolia,363.15125,6047.10516,1.336840748
Viburnum_alpinum,307.52,7211.276992,1.048816784
Viburnum_betulifolium,320.045,3749.95907,1.976614534
Viburnum_burejaeticum,708.29885,11165.56139,1.083277137
Viburnum_erosum,491.0571,18186.01996,1.019302268
Viburnum_henryi,591.68,6696.949738,1.500751758
Viburnum_lantana,512.8003125,6478.739924,1.456507025
Viburnum_opulus,659.2566136,6619.595714,1.591921722
Viburnum_plicatum,320.045,4904.615397,1.539780308
Viburnum_punctatum,752.72,12302.11029,0.945054386
Viburnum_rhytidophyllum,327.68,4402.688969,1.720843022
Viburnum_rufidulum,684.5,9024.237864,1.349435255
Viburnum_sargentii,361.805,5551.855556,1.446412593
Viburnum_sempervirens,964.231,49060.78151,0.193375882
Viburnum_sympodiale,718.205,10896.19686,1.037620798
Viburnum_tinus,755.1506229,4362.356658,2.261143366
Viburnum_tinus_subsp._rigidum,691.48,3067.918496,2.002403395
Vicia_abbreviata,458.4392,15487.98083,0.603794258
Vicia_amoena,206.045,3960.621667,1.549186081
Vicia_canescens_subsp._variegata,370.73645,11884.16551,0.706535693
Vicia_faba,998.2594833,11973.65004,1.212169083
Vicia_faba_var._equina,1204,19629.33333,0.489751313
Vicia_grandiflora,280.845,5327.679958,1.343680442
Vicia_hybrida,413.5688,11634.62397,0.759037584
Vicia_narbonensis,414.43205,3195.285309,2.536090654
Vicia_pseudorobus,492.98,8459.571477,1.115267709
Vicia_ramuliflora,428.7083333,4971.905159,1.866183089
Vicia_sepium,693,3936.62963,0.962027387
Vicia_unijuga,377.14,7432.469072,1.108580643
Vicia_venosa,312.5,5385.505698,1.395126012
Victoria_cruziana,517.59,2782.740033,0.426515565
Vigna_mungo,392.1647,6230.351856,1.258372594
Vigna_unguiculata,503.595725,3485.30969,2.696685637
Viguiera_excelsa,205.03125,2433.491177,2.440397347
Vinca_minor,453,1829.785931,3.378511939
Vincetoxicum_hirundinaria,484.5,5613.962448,1.121158071
Viola_arcuata,335.405,7755.209887,1.017922096
Viola_arvensis,618.1128,9919.294998,1.060990232
Viola_mirabilis,292.82,14137.19443,0.490677334
Viola_odorata,366.1218,7026.500363,1.163926588
Virola_sebifera,610.403125,3109.10907,3.352913102
Virola_surinamensis,351.125,1315.541667,5.055841275
Viscum_album,2152.5,16229.85294,0.618075786
Vismia,316.3225,1609.447808,4.383954947
Vismia_guianensis,226.845,2273.155,2.709167777
Vismia_macrophylla,271.69,1394.976667,4.658369476
Vitex_leucoxylon,140.7375,2766.408264,3.704142242
Vitex_negundo,216.3952,2996.765908,1.461206245
Vitex_quinata,163.805,1911.745021,2.772947692
Vitex_stahelii,265.8625,4174.926974,2.001667976
Vitex_trifolia,139.1112,3074.049908,1.27626739
Vitis_amurensis,449.125,9062.700839,1.104688599
Vitis_flexuosa,317.52,7933.305083,0.971179412
Vitis_labrusca,238.3472222,2317.779367,2.716026444
Vitis_vinifera,487.3442,7088.413376,1.310397744
Voacanga_africana,513,11987,0.592875255
Voacanga_thouarsii,644,10467.11111,0.641010987
Vochysia_guatemalensis,264.5,1327.856688,4.592866124
Vochysia_lehmannii,255.38,1283.081538,4.671088574
Vriesea_sintenisii,760.5,34953.78571,0.347231363
Vriesea_splendens,3116,55707.52941,0.398586535
Wahlenbergia_marginata,388.08,3397.647806,2.587007205
Wallenia_yunquensis,450,5199.717514,1.688460199
Weigela_japonica,516.5703,21354.14159,1.024447342
Wendlandia_tinctoria,283.22,1443.895717,4.3817927
Wendlandia_uvariifolia,217.1528,7002.542529,0.917857267
Wilkesia_gymnoxiphium,619.84,6324.604444,1.182385052
Woodfordia_fruticosa,198.005,1474.235803,3.783995115
Wrightia_tinctoria,513,2051.102564,2.89026687
Xanthium_strumarium,657.8025,3459.713961,2.413818431
Xanthophyllum_hainanense,140.57,3856.27019,1.333737288
Xanthosoma_sagittifolium,378.95045,5538.209313,1.479412292
Xeranthemum_annuum,209.3058,5225.476809,1.197070585
Xerosicyos_danguyi,34.69445,11290.33386,0.233884807
Ximenia_americana,60.5,2471.14557,1.381611971
Xylocarpus_granatum,219.24,2679.310725,1.314897262
Xylomelum_occidentale,1277.794,3226.710505,2.601021279
Xylomelum_pyriforme,571.22,3834.066344,2.439713696
Xylosma_nitida,124.82,1937.03567,2.436661112
Xymalos_monospora,357.4648,2857.969284,1.763096924
Yucca_aloifolia,415,9046.904972,0.984893271
Yucca_brevifolia,303.5648,15081.05058,0.509272666
Yucca_elephantipes,310,38326.8905,0.20492266
Yucca_glauca,450,99550,0.095393232
Yucca_gloriosa,630,14243.42714,0.758875495
Zanthoxylm_fagara,578,1999.319588,4.539610999
Zanthoxylum_armatum,253.125,3191.587367,2.076949135
Zanthoxylum_avicennae,308.76125,2958.358457,2.41856438
Zanthoxylum_bungeanum,310.005,3064.952813,2.345996205
Zanthoxylum_clava-herculis,648,4728.344086,3.14471383
Zanthoxylum_juniperinum,312.5,6490.221088,1.168567087
Zanthoxylum_myriacanthum,725.805,5301.922547,2.009868614
Zanthoxylum_riedelianum_subsp._kellermanii,392,4415.692308,1.851900603
Zelkova_serrata,548.4562067,2067.328292,4.988350814
Zilla_spinosa,190.125,3368.593861,1.742357375
Zingiber_officinale,782.4968,16761.36285,0.717013686
Zinnia_peruviana,242,3461.703704,1.888785986
Zinowiewia_australis,250.88,2451.822703,2.635397012
Ziziphora_capitata,249.9848,3322.719737,1.99008215
