species,s,alpha,g
Lambertia_inermis,844.605,7155.395,1.633609091
Lambertia_multiflora,929.4336,3575.070905,2.698293258
Lamium_album,413.28125,3660.038506,2.244324509
Lamium_album_subsp._barbatum,356.71205,7479.05037,1.083899298
Lamium_amplexicaule,2,5384.479935,0.118065023
Lamium_galeobdolon,434.890625,12428.04262,0.649329614
Landolphia_buchananii,247.5,2105.441176,1.691484738
Landolphia_watsoniana,232.5,1672.261905,1.897179224
Lannea_coromandelica,179.0225,1856.708975,2.772993799
Lappula_barbata,331.53125,4890.946293,1.567822739
Lappula_squarrosa,372.645,5655.082547,1.440142078
Lapsana_communis,368.01845,8367.131795,0.987587811
Larrea_divaricata,138.61125,10387.70454,0.502960814
Larrea_tridentata,383.1604167,6453.042289,1.24376001
Laser_trilobum,438.6722,8746.594632,1.025391195
Lasianthus_curtisii,244.205,5253.321113,1.278266124
Lasianthus_fordii,237.62,3680.875298,1.769022963
Lasianthus_japonicus,458,12875.33333,0.715449237
Lasianthus_trichophlebus,283.22,3448.123284,2.028187295
Lasianthus_trichophlebus_var._latifolius,411.845,9618.245271,0.909857463
Lasianthus_verrucosus,547.805,11500.38777,0.873579417
Lasjia_whelanii,327.68,2457.83532,2.922339852
Lasthenia_burkei,553.215725,13619.10268,0.937907207
Lasthenia_california,767.049125,19064.29015,1.100166483
Lasthenia_californica,576.528125,13480.34912,0.899044322
Lasthenia_chrysantha,899.135525,24682.53589,0.720499832
Lasthenia_conjugens,631.22,19938.9974,0.905288763
Lasthenia_coronaria,691.3361,30060.66508,0.523177501
Lasthenia_ferrisiae,825.833125,26361.63239,0.647503341
Lasthenia_fremontii,607.08645,15154.10857,0.821551313
Lasthenia_glaberrima,829.199225,24742.46566,0.754871603
Lasthenia_glabrata,637.395525,19773.63771,0.754405289
Lasthenia_gracilis,465.7469,14117.11039,0.790839144
Lasthenia_maritima,637.0442,23583.94248,0.493677144
Lasthenia_minor,569.784025,20291.5696,0.738792438
Lasthenia_platycarpha,515.156225,13040.90524,0.913444726
Lathyrus_cicera,599.2722,6994.318809,1.449693421
Lathyrus_digitatus,526.8258,9960.85118,0.984159569
Lathyrus_laxiflorus,535.62645,12899.81625,0.774622899
Lathyrus_odoratus,520.6932,1429.384803,3.852912404
Lathyrus_pratensis,430.12445,13902.68335,0.650694435
Lathyrus_quinquenervius,462.2433333,8153.485994,1.170479191
Lathyrus_rotundifolius,477.405,14907.21038,0.638657686
Lathyrus_sativus,442.8288,6248.372271,1.414246631
Lathyrus_vernus,416,6340.756757,1.122789264
Launaea_spinosa,561.125,6531.073582,1.501966431
Laurocerasus_sphaerocarpa,480.5,3867.326087,2.267179138
Laurus_azorica,676,3828.504505,1.321372367
Laurus_nobilis,727.44,4536.443147,1.829504309
Lawsonia_inermis,460.2578,8014.318471,1.138397388
Lecointea_amazonica,578,6088.666667,1.621684937
Lecythis_chartacea,255.38,1283.081538,4.671088574
Lecythis_corrugata,337.94,3460.245941,2.590562193
Lecythis_prancei,68.445,3495.346875,1.043926291
Lecythis_zabucajo,255.38,3077.953333,2.155887034
Ledebouria_socialis,186.43805,28384.99052,0.214905052
Ledum_palustre,142.805,3121.968098,1.646000672
Leontodon_asperrimus,504.3488,6732.588528,1.39547477
Leontodon_incanus,532,4229.904762,1.641645013
Lepidium_coronopus,288,5525.953488,1.312610867
Lepidium_lasiocarpum,438.08,3626.96065,2.315384517
Lepidium_virginicum,195.6570241,6027.169063,1.010814266
Leptopus_chinensis,184.32,5843.407547,1.012847176
Lespedeza_bicolor,180.0616667,5137.556286,1.147828598
Lespedeza_davurica,83.205,1635.008058,2.387311014
Lespedeza_thunbergii,131.22,6266.732655,0.805137953
Leucadendron_gandogeri,917.6328,4700.344728,1.822369327
Leucadendron_linoides,320.019,4679.981,1.091718382
Leucadendron_nervosum,2907.84,4610.956992,2.087275457
Leucadendron_pubescens,869.445,6822.862692,1.723755695
Leucadendron_salignum,3960,1689.717514,2.817814575
Leucaena_leucocephala,296.5544,3213.735108,3.791888004
Leucanthemum_vulgare,1041.96125,8714.136311,1.487856183
Leucophyllum_frutescens,88.7112,4389.56914,0.945778103
Leucophyllum_laevigatum,155.76125,6028.530649,0.9075092
Leucospermum_calligerum,534.7958,3210.522552,1.886279735
Leucospermum_cordifolium,820.125,8888.612864,1.326442885
Leucospermum_hypophyllocarpodendron,609.811,5039.906514,1.694026491
Licania,563.8225,5502.353971,1.700543342
Licania_adolphoduckei,50.50125,2132.904864,1.463618352
Licania_alba,255.38,994.62,5.749032091
Licania_densiflora,154.57,1498.435464,3.363883324
Licania_hypoleuca,124.82,675.18,6.280054413
LIcania_parvifructa,91.125,1019.986111,3.86342588
Licania_platypus,91.03890017,2521.860088,2.653834437
Licania_rufescens,124.82,1345.768235,3.416349601
Licaria_chrysophylla,50,3134.713376,0.998449157
Licaria_rodriguesii,36.55125,2688.24439,0.997765506
Licuala_fordiana,115.52,2823.063603,1.64475738
Ligularia_sagitta,198.005,6795.001993,0.904868397
Ligularia_virgaurea,521.645,9478.355,1.027067127
Ligusticum_acuminatum,651.9769,4413.87923,1.73097596
Ligusticum_ajanense,822.547,5323.7345,1.324355698
Ligusticum_angelicifolium,716.7735,3797.899186,2.176815277
Ligusticum_brachylobum,363.2382,2347.523524,2.658616751
Ligusticum_daucoides,1017.3432,5936.759721,1.724212771
Ligusticum_franchetii,1748.194,17594.16577,0.825077484
Ligusticum_involucratum,661.7415,7120.359667,1.212485248
Ligusticum_jeholense,794.2102,5964.808432,1.646995613
Ligusticum_multivittatum,792.8774,4212.127605,1.910809021
Ligusticum_reptans,407.435,2981.246803,2.018257996
Ligusticum_scapiforme,415.9584,5361.04911,1.024556398
Ligusticum_sikiangense,772.9512,3721.430822,2.049959064
Ligusticum_sinense,649.6,4752.885143,1.408391404
Ligusticum_tenuissimum,587.5224,4003.845828,1.564708087
Ligustrum_japonicum,420.5,5293.785714,1.613735501
Ligustrum_lucidum,693.595679,2051.940035,4.285438826
Ligustrum_sinense,195.325,1322.8704,4.127978339
Ligustrum_vulgare,536.6805597,3522.969283,2.083054641
Lilium_bulbiferum,3750,35564.51613,0.776886638
Lilium_distichum,3200,25735.18519,0.879144022
Lilium_martagon,1039.68,26815.4732,0.449922542
Lilium_pensylvanicum,4399.22,13022.38279,1.712028687
Limonium_gibertii,825.8464826,13407.91975,0.907906525
Limonium_magallufianum,700.7232084,22132.61012,0.521333027
Limonium_platyphyllum,630,8803.962264,0.875020483
Linaria_kurdica,507.5298,8114.646437,1.174965683
Linaria_vulgaris,391.0576563,4159.110541,2.004445311
Lindackeria_laurina,377.4141032,2300.031598,4.049977379
Lindera_aggregata,376.9182,25973.54293,0.185785363
Lindera_chunii,262.0675,2009.707788,2.846167027
Lindera_communis,266.805,2143.995386,3.04682166
Lindera_erythrocarpa,459.8988,39830.18984,0.182893625
Lindera_glauca,335.46225,20693.81165,0.486533737
Lindera_kwangtungensis,253.125,6144.827655,1.118247157
Lindera_nacusua,224.72,3776.88064,1.684606313
Lindera_obtusiloba,165.62,2559.918294,2.123319785
Lindera_pulcherrima,178.605,4551.763969,1.270466137
Lindera_reflexa,366.2538,53024.02917,0.121262638
Lindmania_dyckioides,720,3025.318352,2.065038472
Lindmania_maguirei,676,2832.77193,1.696356417
Lindmania_phelpsiae,676,2591.973856,1.821351101
Lindmania_serrulata,418,3783.680672,0.951100206
Lindmania_wurdackii,780,2028.988764,2.642275809
Linum_nervosum,485.78445,13263.69994,0.720852977
Linum_nodiflorum,782.89245,14045.10281,0.848554847
Linum_tenuifolium,532.0322,70642.34502,0.145732558
Linum_usitatissimum,578.517925,5616.796839,1.791520058
Liparis,1058,54497.55556,0.263285319
Liquidambar_formosana,225.57025,18179.29101,1.230221911
Liquidambar_styraciflua,316.9733333,4041.202987,2.125585927
Liriodendron_chinense,232.20125,3833.665796,1.685351175
Liriodendron_tulipifera,552.3392014,4292.0712,2.35768495
Lithocarpus_chintungensis,217.77845,3285.830267,1.894101106
Lithocarpus_corneus,226.845,1795.399692,3.349208665
Lithocarpus_edulis,304.2726843,5856.441601,1.428408371
Lithocarpus_glaber,390.8604,15792.77397,0.848217256
Lithocarpus_pseudovestitus,266.805,3140.350026,2.155839337
Lithraea_caustica,194.3025,4735.274965,1.453151561
Litsea_acuminata,200,3436.363636,1.748875913
Litsea_baviensis,226.63205,3605.519703,1.766563567
Litsea_coreana,480.2274,35056.3753,0.164887405
Litsea_cubeba,244.45972,12014.35536,1.24168547
Litsea_elongata,387.9918,38628.78541,0.148677825
Litsea_ichangensis,167.445,7871.140209,0.723881999
Litsea_variabilis,188.18,8062.645083,0.747653992
Litsea_verticillata,149.2992,2544.811474,2.039504239
Livistona_chinensis,118.58,3642.232335,1.302073094
Lobelia_alsinoides,488.8213,4598.683788,0.995095337
Lobelia_nicotianifolia,510.0744,4186.084142,0.813115414
Lobelia_portoricensis,800,4463.157895,2.416628534
Lomatia_tinctoria,392,5819.180124,1.433442293
Lomelosia_caucasica,732.6792,7275.649462,1.519939661
Lomelosia_olivieri,249.31445,3687.693424,1.803510796
Lonchocarpus,180.5,1605.214286,3.383279947
Lonchocarpus_emarginatus,118.8882,3913.369865,1.215996602
Lonchocarpus_guatemalensis,338,2710.780488,2.711711597
Lonchocarpus_sericeus,268.25,2771.677405,2.436343135
Lonicera_caerulea,252.758125,5695.128268,1.26106108
Lonicera_caucasica,226.4192,2514.057643,2.469117706
Lonicera_chrysantha,293.53,5663.376948,1.292501974
Lonicera_ferdinandii,310.005,2323.653151,3.006327233
Lonicera_iberica,296.8266125,4169.054059,1.734824744
Lonicera_japonica,452.66,4715.148617,1.947882093
Lonicera_maackii,259.4642,5052.902991,1.363521344
Lonicera_periclymenum,621.0880615,4952.545647,2.037894652
Lonicera_praeflorens,222.928225,3710.87685,1.707869637
Lonicera_venulosa_subsp._edulis,257.645,2560.050125,2.561699381
Loropetalum_chinense,356.6,15076.08618,1.367849236
Lotus_corniculatus,341.6498,6919.459698,1.144719034
Luffa_acutangula,288,2733.148036,2.526012773
Luffa_cylindrica,312.5,3088.860544,2.337134174
Lumnitzera_racemosa,455.4,9544.6,0.690833106
Lunania_mexicana,144.5,1839.626984,2.724430694
Lupinus_luteus,387.422725,4074.493931,1.978648572
Luzula_multiflora,623.045,11297.32692,0.941631995
Lychnis_cognata,1004.86445,15348.36531,0.871688882
Lychnis_fulgens,1003.52,15336.34928,0.871817822
Lycium_berlandieri,50,47569.04762,0.085685361
Lycium_fremontii,161.6402,11372.38517,0.495684218
Lycium_shawii,619.52,23190.00381,0.470097845
Lycium_tweedianum,242,10174.66667,0.67156835
Lycopersicon_esculentum,456.4433333,6025.038148,1.059954733
Lyonia_jamaicensis,109.52,2112.702222,2.117729741
Lyonia_octandra,198.005,2406.161667,2.429856395
Lyonia_ovalifolia,645.7644,39021.03449,0.22558567
Lysiloma_candida,34.69445,3279.856428,0.799128498
Lysimachia_europaea,658.845,15842.80517,0.69948041
Lysimachia_pentapetala,994.58,12060.25029,1.086325402
Maackia_amurensis,160.819825,7319.329837,0.76493295
Mabea_piriri,330.7525,1327.142237,4.996379494
Mabea_taquari,255.38,1060.409474,5.461580486
Macaranga_lamellata,235.66205,11000.29301,0.614392827
Macaranga_peltata,144.5,1938.833333,2.594695899
Macaranga_sampsonii,157.17645,4449.420196,1.223840596
Macaranga_tanarius,305.045,7219.409477,1.043802279
Macaranga_umbrosa,256.05845,9298.69026,0.753115509
Machilus_breviflora,158.42,2899.683976,1.850819479
Machilus_cicatricosa,237.62,4987.040397,1.326767222
Machilus_grijsii,297.2288,28298.71058,0.207748261
Machilus_japonica,264.5,3735.5,1.828370272
Machilus_kwangtungensis,147.5626,2578.824757,2.000029598
Machilus_nanmu,134.48,3079.920514,1.622333611
Machilus_pauhoi,219.15475,18633.98773,0.981398429
Machilus_robusta,139.27805,2417.089862,2.076009257
Machilus_thunbergii,404.5938,19699.87572,0.726981841
Machilus_velutina,113.55245,2758.360244,1.668546544
Maclura_cochinchinensis,264.5,1335.5,4.570925681
Maclura_pomifera,345,2829.064969,2.682907177
Macropanax_undulatus,321.0578,6715.744677,1.145058188
Maesa_japonica,339.7525,5083.00833,1.598858927
Maesa_lanceolata,325.125,4414.211493,1.710877609
Maesa_salicifolia,310.005,3271.656891,2.210604592
Magnolia_acuminata,578,7235.110399,0.945037072
Magnolia_baillonii,249.31445,2512.734991,2.570712928
Magnolia_balansae,279.7661,2020.405098,3.301346255
Magnolia_cavaleriei,202.4072,3571.32011,1.69532813
Magnolia_champaca,214.245,2305.725768,2.61198783
Magnolia_chapensis,282.7684,3137.100889,2.256027542
Magnolia_compressa,480.5,3963.944444,2.217892635
Magnolia_cylindrica,616.0068,65087.01554,0.19041361
Magnolia_dandyi,220.71005,1904.327138,3.143806623
Magnolia_ernestii,373.7378,5179.966521,1.565352181
Magnolia_figo,265.3616,43826.34916,0.179576141
Magnolia_fordiana,471.245,3572.426654,2.414119692
Magnolia_fulva,196.21805,1635.451517,3.439011694
Magnolia_grandiflora,750.52135,3653.25281,2.431629577
Magnolia_kobus,213.629225,2338.894001,1.664362663
Magnolia_lotungensis,626.58,7308.038742,1.418644259
Magnolia_macclurei,198.4032,1611.256765,3.500166164
Magnolia_maudiae,200.6149,1851.525216,3.175883678
Magnolia_odora,241.543525,2739.818851,2.333240954
Magnolia_tripetala,338,5886.324661,0.784011166
Magnolia_virginiana,98,1632.103806,3.62126288
Magnolia_yunnanensis,429.8312,8075.016563,1.096209922
Mahonia_bealei,359.12,2838.83331,2.664765408
Maianthemum_bifolium,710.645,9400.578458,1.185588419
Maianthemum_dahuricum,718.205,24344.45164,0.480848663
Maianthemum_japonicum,1419.226075,17421.7173,0.858295124
Mallotus_lanceolatus,163.805,3179.558424,1.721437639
Mallotus_philippensis,84.5,5017.540816,0.810206514
Mallotus_polycarpus,312.5,3854.166667,1.907864632
Mallotus_rhamnifolius,128,7014.857143,0.712269463
Malpighia_emarginata,78.60554438,3183.88426,1.222049313
Malpighia_glabra,128,3036.556962,1.60769393
Malus_baccata,492.6256667,4354.684058,2.036029
Malus_leiocalyca,470.6184,30317.55894,0.235753782
Malus_sylvestris,438.0892615,5338.239838,1.621054065
Malva_parviflora,386.42,5902.888176,1.405523874
Malva_subovata,386.9904668,2319.182373,3.268932154
Manglietia_paruicula,426.61205,7879.725686,1.118196885
Manihot_esculenta,324.385,3342.14376,2.14107414
Manilkara,422.838125,2878.027676,2.790411013
Manilkara_bidentata,330.1666667,3896.362655,2.04671478
Maranta_cristata,407.2658,21814.95642,0.408378424
Marcgravia_sintenisii,538.25,10572.86111,0.930084008
Margaritaria_nobilis,162,6010.839506,0.927222211
Marianthus_bignoniaceus,837.5,5260.060976,1.466082239
Marianthus_candidus,800,2708.77193,2.379344604
Marianthus_coeruleopunctatus,576,3790.812227,2.222093663
Marianthus_erubescens,980,5008.023952,1.506885127
Marmaroxylon_claviflorum,226.845,2998.961452,2.099605027
Marrubium_astracanicum,211.15125,3414.664559,1.802197549
Mascagnia_macroptera,84.37005,3863.51783,1.046262471
Mascarenhasia_arborescens,375,4191.210046,1.61526394
Matayba_arborescens,112.5,1737.63876,2.578002084
Maytenus_jamaicensis,124.82,3186.438278,1.517261146
Maytenus_karstenii,65,1322.367228,2.630839335
Maytenus_oleoides,157.9,3959.017843,1.367048604
Meconopsis_integrifolia,873.62,9330.461633,1.30256278
Mecranium_amygdalinum,162,1308.588235,3.892043849
Mecranium_purpurascens,41.405,1747.503766,1.617519433
Medicago_brachycarpa,202.4072,3334.911512,1.808631505
Medicago_lupulina,168.9202333,3209.887161,1.734204932
Medicago_minima,176.53205,3400.773523,1.670194494
Medicago_monspeliaca,312.5,5012.313632,1.492904074
Medicago_polymorpha,202.005,4108.339828,1.482792392
Medicago_rigidula,188.5682,3533.054427,1.659255243
Medicago_ruthenica,50,1283.333333,2.38483079
Medicago_sativa,285.688025,4095.471679,1.484121678
Meehania_urticifolia,343.7444,4572.676446,1.695820741
Megahertzia_amplexicaulis,297.68,3002.650033,2.350870799
Meineckia_parvifolia,219.24,4780.76,0.942257762
Melaleuca_huegelii,256.9864,3502.412096,1.823004213
Melaleuca_styphelioides,264.5,2460.29564,2.68404756
Melampodium_longifolium,53.56125,9037.347841,0.362017314
Melampodium_perfoliatum,134.48,1670.574152,2.889015817
Melastoma_dodecandrum,168.58705,2329.601942,2.042463409
Melastoma_malabathricum,259.308,2956.126084,1.385218026
Melastoma_sanguineum,475.839,2739.595084,2.038258046
Melia_azedarach,338,2232.694087,3.913783542
Melicope_pteleifolia,90.0482,2197.548451,1.865388824
Melilotus_indicus,364.1354,3852.337558,3.537827146
Melilotus_officinalis,342.1472563,6567.318759,1.206818978
Melilotus_officinalis_subsp._alba,638.162,19242.55371,0.350873435
Meliosma_angustifolia,714.42,5199.240556,2.032505428
Meliosma_flexuosa,756.0378,70519.79969,0.15994842
Meliosma_herbertii,1253.125,13106.11329,1.111132412
Meliosma_oldhamii,1441.176,147368.3478,0.088474343
Meliosma_rigida,840.5,9159.5,1.303707498
Mentha_longifolia,316.76445,4046.237295,1.834400396
Mercurialis_perennis,677.125,19759.38294,0.525207243
Meriania_leucantha,34.03125,2010.958525,1.282800482
Meriania_purpurea,42.1362,1613.492939,1.763095864
Merremia_aurea,144.1602,6378.997008,0.827706084
Mespilus_germanica,332.3042,4074.923654,1.860003304
Miconia_argyrophylla,12.5,338.6235955,4.527998726
Miconia_centrodesma,98,3350.275862,1.290988401
Miconia_foveolata,128,719.4576271,6.003414042
Miconia_loreyoides,32,750.4726135,3.251001333
Miconia_pachyphylla,612.5,7079.807692,1.446797346
Miconia_pycnoneura,50,398.4304933,7.090896882
Miconia_serrulata,60.5,773.528357,4.193804438
Miconia_theaezans,57.245,1404.743304,2.327213278
Micrococca_mercurialis,444.08,6358.641088,0.957372429
Microcos_africana,280.5,11347.40698,0.340298635
Microcos_barombiensis,193.2,14092.51429,0.219363781
Microcos_iodocarpa,203,10213.66667,0.324943649
Microcos_paniculata,65.8952,1055.10563,3.256358871
Microdesmis_caseariifolia,174.845,2503.965608,2.219708286
Micromelum_falcatum,146.205,3772.290298,1.387628104
Micropholis_garciniifolia,364.5,3983.326087,1.974639894
Microstachys_chamaelea,308.76,2816.24,1.449900713
Microtropis_discolor,257.645,4653.70513,1.469674869
Mikania_pachyphylla,612.5,4489.540816,2.181325229
Millettia_leptobotrya,305.78645,1048.603127,5.805997177
Miltonia_clowesii,396.21125,10967.42511,0.787693711
Mimosa_albida_var._willdenowii,84.5,2618.202703,1.52947148
Mimosa_dysocarpa,107.31125,4002.840826,1.133381294
Mimosa_pudica,324.367075,2390.308424,3.784922401
Minquartia_guianensis,50,1875.66917,1.651256839
Minuartia_acuminata,578,13506.50704,0.767597537
Minuartia_kashmirica,456.02,11739.10195,0.787439329
Minuartia_recurva,450.30005,99549.69995,0.095425029
Mischocarpus_pentapetalus,198.4504,2075.80117,2.716368275
Moltkiopsis_ciliata,489.845,9714.236633,0.975363995
Momordica_charantia,200,1253.488372,4.375369556
Momordica_dioica,312.5,2892.628205,2.480224021
Montanoa_tomentosa,208.4882,1799.543929,3.23356345
Mora_excelsa,481,2925.549292,2.626811621
Mora_gonggrijpii,162,5487.717514,1.01307612
Morella_cerifera,177.14,1738.286286,2.669229936
Morinda_parvifolia,109.52,1383.017313,3.153064282
Mortoniodendron_guatemalense,60.5,1614.541876,2.08815784
Morus_alba,219.375,1304.881566,4.330902053
Morus_australis,233.515,3197.371807,2.197748007
Morus_rubra,153.25,6301.904769,0.830923979
Motandra_guineensis,180,4820,1.097293214
Mouraria_sideroxylon,95.905625,1685.495341,2.627765553
Mouriria_huberi,129.75,2346.781153,2.171785906
Mukia_maderaspatana,234.25,3139.329545,2.040143246
Musa_acuminata,505.62,8041.388547,1.183066858
Muscari_neglectum,692.738642,12547.03363,0.893954667
Musgravea_heterophylla,266.805,1985.447252,3.261303802
Mussaenda_pubescens,353.78,3825.074994,2.024047228
Mycetia_gracilis,295.00205,5224.980286,1.399220417
Myoporum_tetrandrum,450,4550,1.907864632
Myosotis_sylvatica,327.68,5490.671079,1.399060029
Myrcia,32,685.8750897,3.543540576
Myrcia_amazonica,162,2338,2.289437558
Myrcia_citrifolia,44.5,1491.05597,1.912210324
Myrcia_ilheosensis,263.5025,1680.941944,3.844347233
Myrcia_racemosa,142.805,1922.883907,2.601465639
Myrcia_splendens,200,2263.054187,2.581976802
Myrciaria,18,1204.493888,1.560633269
Myrica_rubra,276.1267862,6486.172562,2.17445301
Myriocarpa_longipes,364.5,3144.27193,2.44683639
Myrsine_africana,310.7226,3448.675896,1.519566788
Myrsine_coriacea,174.845,6968.012143,0.832464934
Myrsine_guianensis,187.3333333,5463.874836,1.313882777
Myrsine_seguinii,488.4125,6291.047747,1.500781966
Myrsine_umbellata,324.2125,6449.186515,1.302515083
Myrsine_venosa,658.845,4427.62499,2.269271429
Myrtus_communis,189.16375,2604.151866,3.039613906
Nabalus_tatarinowii,336.105625,11531.80494,0.696335613
Nandina_domestica,256.802225,3244.699277,2.114169984
Nanocnide_lobata,340.605,8611.946477,0.927021885
Napeanthus_primulinus,544.5,39455.5,0.262331387
Navia_garcia-barrigae,840,2527.003367,2.11886677
Navia_intermedia,1110,7980.909091,1.042170181
Navia_lasiantha,484,1973.002457,2.049821236
Navia_lepidota,676,1566.152466,2.65464899
Nectandra,112.5,2590.202703,1.764774785
Nectandra_patens,39.87245,2258.978125,1.235199259
Nectandra_pichurim,98,1733.501832,2.430619541
Neea_altissima,300.125,8774.285163,0.858507287
Neea_oppositifolia,253.125,6413.541667,1.073173855
Neolepisorus_ovatus,1346.805,18261.03814,0.841654482
Neolitsea_aciculata,180.5,5533.785714,1.057274984
Neolitsea_aurata,299.6433,23658.19091,0.2107846
Neolitsea_cambodiana,167.445,2761.670407,1.986602205
Neolitsea_chuii,192.08,1969.614769,2.883088717
Neolitsea_ellipsoidea,288,3630.495298,1.947548216
Neolitsea_oblongifolia,147.92,3770.575298,1.395742888
Neolitsea_pulchella,92.48,2415.042568,1.724607874
Neolitsea_sericea,258.8002,3015.583508,1.617148628
Neorites_kevedianus,512,4590.040816,1.994354495
Neottia_ovata,4550.58,38739.46329,0.780277282
Nepeta_betonicifolia,297.1922,5404.712236,1.359596612
Nepeta_racemosa_subsp._haussknechtii,274.2482,3194.360888,2.146979214
Nephelea_pubescens,544.5,4919.980874,1.920265752
Neptunia_oleracea,461.4822,607.6934656,7.246199908
Nerium_oleander,8333.333333,7041.666667,1.438108072
Neslia_paniculata_subsp._thracica,253.125,2871.875,2.289437558
Nicotiana_tabacum,775,4488.157895,1.295649659
Noaea_mucronata,295.3665125,6339.012841,1.164908009
Nonea_caspica,544.5,55011.05556,0.188878599
Nonea_echioides,178.605,26137.18447,0.228371396
Nonea_intermedia,372.645,45081.90045,0.19097725
Nonea_lutea,280.845,41385.82167,0.180865567
Nonea_macrosperma,468.18,35246.10571,0.272443069
Nonea_monticola,397.62,39602.38,0.224174094
Nonea_obtusifolia,351.125,39648.875,0.210660053
Nonea_pallens,280.845,45173.70045,0.165793437
Nonea_pulla,563.415,45452.29768,0.235101919
Nonea_stenosolen,320.045,35394.24071,0.225255218
Nonea_versicolor,432.18,38029.35846,0.243061954
Nonea_vesicaria,468.18,55087.37556,0.175141973
Norantea_guianensis,1250,10514.70588,1.351404114
Nothofagus_cunninghamii,607.0326727,1384.388896,5.563577364
Notobasis_syriaca,416,3950.812227,1.737288793
Notopleura_guadalupensis,312.5,8778.409091,0.874437956
Notopleura_uliginosa,420.5,32912.83333,0.276640372
Nuphar_advena,402.57,963.5502186,1.156683609
Nuphar_polysepala,383.72,1471.56757,0.412154426
Nymphaea_candida,383.52,1682.595702,0.819441201
Nymphaea_gigantea,191.52,2447.002427,0.527652402
Nymphaea_odorata,273.87,1203.234874,0.468815519
Nyssa_aquatica,364.5,9159.309524,0.948023907
Nyssa_sinensis,515.77865,6312.045681,1.260543371
Nyssa_sylvatica,338,5376.285714,1.602617552
Ochna_holstii,112.5,3288.860544,1.402280504
Ochradenus_baccatus,792.02,4988.326821,2.189401856
Ocotea_aciphylla,235.445,2674.069111,2.371567951
Ocotea_atirrensis,361.81,3453.979474,2.477680202
Ocotea_esmeraldana,347,5641.023952,1.398918821
Ocotea_lancifolia,175.78125,1496.207916,3.565858618
Ocotea_leucoxylon,210.84,2433.858421,2.335650279
Ocotea_maritiana,392,3244.363636,2.448426278
Ocotea_pulchella,290.8483333,1765.092875,3.731098509
Ocotea_schomburgkiana,307.52,1965.207273,3.469769811
Ocotea_spathulata,512,2755.973856,3.113635079
Olea_capensis,131.7,6246.283309,0.839587629
Olea_dioica,246.42,4575.180771,1.464057161
Olea_europaea,299.1726813,3918.345762,2.22495994
Olea_rosea,179.55125,2371.989881,2.361581551
Olinia_ventosa,67.6,3164.210576,1.201763932
Olneya_tesota,53.2512,6689.837134,0.486650479
Omphalea_oleifera,420.5,7392,1.180332252
Oncinotis_tenuiloba,262.5,2200.554187,2.524062098
Oncoba_spinosa,138.035503,4037.981201,1.265157162
Onobrychis_bungei,201.40245,3634.718465,1.663609499
Onobrychis_cornuta,205.84205,4974.699835,1.245383663
Onobrychis_hohenackerana,259.92,4926.264006,1.397922942
Onobrychis_michauxii,267.2672,3149.200173,2.151824554
Onosma_dichroantha,200.4002,1812.07716,3.163219845
Onosma_microcarpum,294.03125,3067.313288,2.294008484
Ophiopogon_japonicus,461.3125,4197.084624,2.099175758
Ophiorrhiza_japonica,518.42,15155.56119,0.653240131
Opisthiolepis_heterophylla,210.125,3789.875,1.629634373
Orchis_adenocheila,2132.045,37378.03007,0.525534986
Orchis_militaris,3233,31249.75862,0.437079571
Orchis_punctulata,2271.38,22728.62,0.857267175
Oreopanax_capitatus,98,1647.200698,2.550815013
Origanum_vulgare,262.01525,3347.319339,2.032424408
Orites_diversifolius,353.78,2924.908525,2.57975096
Orites_milliganii,1265.045,11393.18285,1.263546948
Ormosia_fordiana,264.5,7774.085209,0.909797047
Ormosia_glaberrima,200,5713.660556,1.075399698
Ormosia_semicastrata,194.045,4554.293082,1.319231157
Orophea_creaghii,488.28125,6155.795556,1.495587009
Orthion_oblanceolatum,338,1987.581395,3.554987764
Osmanthus_cooperi,658.308,15933.69465,0.413997797
Osmanthus_didymopetalus,205.1189,1868.848133,3.048028957
Osmanthus_fragrans,231.125,1312.799656,4.428010721
Osmanthus_heterophyllus,250.3634216,1798.269569,4.118048216
Ostrya_carpinifolia,415.14,6341.616757,0.825018146
Ostrya_virginiana,138.0025,4634.077272,2.344630852
Otoba_parvifolia,162,2540.702703,2.117729741
Ouratea_discophora,201.00125,3300.39931,1.820827847
Ouratea_guildingii,98,2190.329519,1.94538597
Ouratea_leblondii,364.5,2375.226027,3.133667658
Oxalis_acetosella,461,24957.27542,0.20933685
Oxalis_bowiei,588,12399.01299,0.397935067
Oxalis_corniculata,530.58375,8255.169736,1.228382406
Oxydendrum_arboreum,180.5,3102.386314,1.190622589
Oxytropis_aciphylla,85.805,3835.763627,1.062203634
Oxytropis_biflora,196.02,3970.646667,1.511028788
Oxytropis_deflexa,228.98,6965.264604,0.945855689
Oxytropis_falcata,290.405,7343.182786,1.003886572
Oxytropis_microphylla,264.5,4710.624378,1.470009699
Oxytropis_ochrocephala,144.5,12355.5,0.432449317
Oxytropis_pauciflora,283.22,5398.598182,1.331943895
Oxytropis_pilosa,391,6751.857143,0.863285165
Oxytropis_sericopetala ,278.48,6257.467712,1.148152935
Pachycormus_discolor,84.37005,5574.939514,0.729864108
Pachypodium_lamerei,144.1602,7548.147492,0.701903398
Pachysandra_axillaris,1012.5,12611.4782,1.05027948
Paederia_foetida,305.045,5097.440143,1.45378331
Paeonia_clusii,1997.12,10198.00195,1.647886278
